Restaurant,Reviewer,Review,Rating,Metadata
The Lal Street - Bar Exchange,Shubhra Dey,"I have ordered food couple of times from this place but never been there. Mostly I used to order thali for lunch. Which was worthy. This was my first physical visit to the restaurant. And I was very amazed to see all the glory around me. Ambience, look, coziness and lighting all were so perfect. The soft couches were so comfortable. Then moving to the food, I ordered chicken steak platter. This contained two portions chicken breast, mashed potato, stir fried veggies and rice. The quantity was enough to fill the belly. Further we ordered butter roti and lajeez paneer. Paneer was soft and dipped in delicious gravy. It was not spicy, not salty, with all balance flavours. In drinks I had virgin pina colada, well blended coconut cream and sweetness. I found this place very nice to hang out with friends. It is not family friendly. Staff is courteous. There are multiple options in food menu and bar menu as well. Also the walls have fantastic prints to compliment the overall ambience. Trust me you will never be disappointed after going to this place.

Ambience - 4.5 out of 5

Food - 4 out of 5 (cost could be lower side slightly)

Staff service - 5 out of 5",4,"28 Reviews , 59 Followers"
The Lal Street - Bar Exchange,Sandeep Jujare,"They always deny the table on weekends or Friday even though we book on Zomato or other apps due to high demand, this is not fair if we did a pre booking",1,"3 Reviews , 3 Followers"
Chinese Pavilion,Himanshu Chhabra,"It is overrated casual Chinese food, with lot of oil. You can call it more of Indian Chinese. Ordered wolly chicken average. Flat noodles very oily. Thread chicken was oily. The captain/manager denied us Axis bank card discount because it was not told before. No restaurant denied me that discount before. Quantity is too much and they charged more than what was mentioned in the menu. Seriously it is an overated ""Indian Chinese"" restaurant. One star is for the thread chicken starter (oily, fried).",1,"5 Reviews , 52 Followers"
Chinese Pavilion,Arun Prasad,"Overrated place. It's a disappointment and below par as per taste. We had panok prawns, you could taste the batter, it's basically the deep fried prawns however the taste is not at al upto the mark. Schewan noddles and chicken garlic sauce is below par. Nothing great about the place.",2,"5 Reviews , 41 Followers"
Chinese Pavilion,Foodie Cookie,"I have tried prawn pepper chili , Chinese pavilion special veg noodles ,fried rice and some other Chinese cuisines from here. The prawn was very good .So was the noodles . though It had a plenty of veggies it was overpriced. Last time I ordered fried rice which didn't taste good plus I found something in the food that made question their hygiene . Never going to visit place for that.",3,"247 Reviews , 316 Followers"
Chinese Pavilion,Mad Foodie,"Veg Review :)

I have visited its other branch in Banjara Hills many times and have always liked their food.... So wanted to give this branch a try.

Food here is great too..

Dishes ordered:
Pepper fried Paneer - I personally don't like starters if they are very crisp so couldn't enjoy it much....

Pan Fried Noodles - Amazing :) Loved it!!
Mushroom Pepper Chilly - Good but felt it didnt go very well with noodles
Brownie - Very soft and juicy",4,"60 Reviews , 107 Followers"
Chinese Pavilion,Ashima Saxena,"Although not a big Chinese cuisine fan but this place makes you love this cuisine as much as other of your favourite ones. Service is amazing with very friendly staff. I ordered veg man-chow soup, veg mini dragon rolls in appetiser and in main course water chestnut, baby corn, broccoli wholly sauce curry with veg fried rice. Everything was freshly cooked and tasted perfect. Only thing to work upon was veg mini dragon rolls which were bit too oily. And don’t forget to try their non alcoholic beer.",5,"17 Reviews , 3 Followers"
Chinese Pavilion,Anjali Gupta,"I am amazed at the quality of food and service this place provides, being not too opulent in either ambience or location. This is a mighty place that would otherwise go un-noticed. But you visit once and you want to go again. I liked the taste, presentation and cleanliness. On both of my visits, the service was impeccable. Highly recommended for good chinese cuisine, both veg and non-veg.",4,"56 Reviews , 156 Followers"
Chinese Pavilion,Shankar Kosaraju,Had a mixed experience... Cant say it is bad cant say it is good... It is ok. We ordered soups and they are fine... Later on mixed sea food... Prawn is ok and squid is very smelly... Another chicken starter it is good. Coming to main course... Ordered crispy noodles and it is ok and then korean noodles also ok... Veg noodles is good. I recommend to try it once.,3,"78 Reviews , 924 Followers"
Chinese Pavilion,Aishwarya Banerjee,"Not just the food the service in this place is horrible. We ordered crab meat soup which according to the menu was supposed to be spicy.
They served us a bland soup and when we enquired about it the ""captain ""(person who took the order) said we should taste the soup first before asking.
The captain was disrespectful and dismissive also charged us full price for soup that was unpalatable.
Needless to say we didn't try anything else there.",1,"3 Reviews , 29 Followers"
Chinese Pavilion,Abhishek Mahajan,"Madhumathi Mahajan Well to start with nice courteous servers and staff. Excellent serving time, all items arrived on time infact for a change had folks asking if we want to hold a little while before getting next dish out? These things matter a lot when u r paying to eat out.

Now food - Jade chicken soup, nice spinach based creamy stuff, gud way to start the meal. Accompanied by house salad of cabbage and cucumber kimchi, nice dressing but cabbage cut could have been good. Fish cakes were good, loved it and accompanying sauces were awesome. Main course was Mix XO rice of chicken and prawn, well that was the downer. Nothing exciting abt it, maybe shld have coupled with a curry but then Nash, fried rice u shld be able to enjoy dry. Desert - blue berry cheesecake, so here is where me and wifey differ, I thght it was worth it, she says the base wasn't crunchy engh. So try and rate yourself.

Last ambience - was warm n eye soothing.

Oh and I forgot, the orange pekoe tea, the best I had in lat few months. Have it",3,"53 Reviews , 54 Followers"
Chinese Pavilion,Suvashri Dey,"Liked the food, the Tom yum soup was okay. The chicken n prawn appetizers were pretty good n tasty. Prawn in oyster sauce was nice. Overall a good experience considering we were a group of 15 with 2 infants ...",4,"14 Reviews , 5 Followers"
Flechazo,Shyam Jampala,"Liked the food it's was good but not anything special or memorable, good service but I do not appreciate how the waiters pestered me into writing a review. No wonder this place a high rating staff will keep bugging you till you write a good review",1,"3 Reviews , 42 Followers"
Flechazo,Vivek Vuppala,We were 4 people who visited this place on Thursday night....Ambience and service are good .Food is disappointed.Not worth for money we pay.,2,"2 Reviews , 40 Followers"
Flechazo,Ananya G,"I went to this place for lunch buffet by seeing the high ratings in zomato.

Good things first, the service is excellent! The waiters literally takes care of you when you are there.

Food: nothing great. As am more of a ""starter"" person , I love to have it in abundance but the starters were served on the table which ofcourse it's not served the way you like it. The sushi and Pani Puri were very okay-ish type
Main course was very normal, nothing extra ordinary. Taste of the food was very normal.
In dessert the red velvet cake and jalebi was good.

Service: it's very good and all the servers are trained very well.

Ambience: The place was jammed packed even for a Tuesday lunch. Couldn't enjoy that much as there was rush in front of every counter.

All in all a very okay-ish lunch!",3,"12 Reviews , 5 Followers"
Flechazo,Vidhatri Reddy,An decent buffet ranging from your own customised pizza to the amazing starters. The place was crowdy even on a week day. Servers and chefs taking personalised comments on food delivered was very satisfying. But the finger food on conveyor belt was cold. The pizza needs flavour and tom yum soup is real disappointment. Couldn’t get to main course but the spread seemed interesting. Would love to visit again.,4,"16 Reviews , 55 Followers"
Flechazo,Raj Rathod,"Nice place to visit beautiful ambiance and the service Jayanth, Hasihul and Kushal is awesome,
Finally the taste wonderful we are very happy..",5,"1 Review , 2 Followers"
Flechazo,Sahul Kumar,"The food was amazing with good ambiance, the staff was very friendly, totally worth the visit. especially Ranjit and pritam we're too good at their job and concerned about their costumers. Visiting here again when in gachibowli.",5,"3 Reviews , 2 Followers"
